,text,offensive
10254,heres thing gma allowed drink party full white folk bc lord knows couldnt deal sober+,0
10255,like sad eyes bad guys mouth full white lies kiss corridor quick tell goodbye,0
10256,full white people,0
10257,airport full white couples think theyre love actually,0
10258,aint downtown since gentrification aaa¬ like bar full white people white people live detroit lolaaau,0
10259,like bar full white people white people live detroit lol,0
10260,akere rona ile gae gym full white folks,0
10261,gym full white folks,0
10262,like sad eyes bad guys mouth full white lies kidhslsjaldjs di ko na alam sunod,0
10263,even tokyo starbucks full white women,0
10264,minivan full white girls rapping j cole poorly,0
10265,theater full white people felt weird scared time,0
10266,im waking house gon na full white ppl think,0
10267,even though hate tag full white people dont abuelas,0
10268,like sad eyesbad guysmouth full white lies,0
10269,hope stay ptown full white gentils colors end like streets real nigga,1
10270,idk feel uncomfortable im brown person room full white people aa–aa,0
10271,like sad eyes bad guys mouth full white liessss,0
10272,full white hair tho,0
10273,right complain bro asshole im also asshole,1
10274,congis r beckampcall sogaampak like hitler removed prashanth bampyogendray right 2 talk inner party democry bjp,0
10275,right know whats going life walking like,0
10276,dailypost state governors right reduce minimum wage aaa± fg,0
10277,know right aacaaaa–a®,0
10278,u never thank god every smile u right blame every tear,0
10279,lvg wants apology remember told us fans right win trophies shouldve apologised,0
10280,derry right whinge getting ground redeveloped ts,0
10281,dont start get privacy right page saying ignorant crap,0
10282,youre gunna use words gay lesbian bisexual order insultoffend anybody right say youre homophobic,0
10283,right reason complain,0
10284,arnab right question party unless member bjp,0
10285,court doctors right interrogate patients guns 11th circuit struck resounding blow,0
10286,mother fuck tired havent doin anything today right tired,1
10287,gttheir fault rolls eyes exasperated stubbornness* right complain youre gt,0
10288,court doctors right interrogate patients guns,0
10289,right tell people offend tho may bother bothers respect ppl,0
10290,korean armys amazing aaca€ wow right talk aa–a¿,0
10291,governors right reduce minimum wage aaa± federal government federal government said yesterday,0
10292,shut fuck deserved bitch called respect dont respect right respect,1
10293,court doctors right interrogate patients guns industry,0
10294,governors right reduce minimum wage aaa± federal government,0
10295,govs right reduce minimum wage aaa± fg,0
10296,court says married couples right separate names,0
10297,right judge honey youre saint aa–e†,0
10298,im sorry happened ash hope great time fam people right invade privacy,0
10299,rubio thinks lgbt couples right equality law sorry bigot,0
10300,back pain family right ask much bourbon much bourbon tomorrow night,0
10301,leave alone least family like right get faces hoping something like,0
10302,governors right reduce n18000 minimum wage aaa± ngige,0
10303,looks like ice prince,0
10304,sometimes jongdaes really cute times looks like came straight outta jurassic park,0
10305,*sees star wars*wow looks like evil weasley*looks imdb*,0
10306,come looks like hot professor lt3,0
10307,hes fucking 13 im dead looks like 3 yo lots hair gel potty trained,1
10308,looks like,0
10309,looks like spirit week high school punk rock day,0
10310,looks like unibrow,0
10311,looks like hes evolving,0
10312,looks like goner tbh,0
10313,think hes cool others think looks like fish thats washed beach weeks,1
10314,looks like floating head,0
10315,bi han bin soooo cute looks like ha neul oppa aa–ac,0
10316,looks like ugly version ray toro,0
10317,maybe ed sheeran looks like corbynite,0
10318,looks like anime character,0
10319,looks like hes heard jose gon na new manu boss,0
10320,tell looks like came straight starwarsaa–a€°aa–a€°,0
10321,looks like emotional mess needs respect retire,0
10322,looks like cute smol bunny,0
10323,looks like hes rough day work,0
10324,looks like john wayne merry christmas,0
10325,looks like mum today,0
10326,actually feel sorry lvg looks like man dumps,0
10327,looks like expressionless hand puppet,0
10328,looks like little potato,0
10329,looks like shit,1
10330,looks like old grumpy van gaal aa–a€°aa–a€°,0
10331,lvg cracking dunnohe looks like hes hurting,0
10332,looks like vampire,0
10333,yeah blonde hairdindin freaking tiny omghe looks like could put pocket handbag u,0
10334,okey found new crush fuck looks like god,1
10335,hes24 looks like 23 yr old guy,0
10336,looks like dad dancing sons song hahaaah aa–a€°,0
10337,people say couper looks like aa–acaa–aa–aa–acaa–aa–aa–acaa–aa– like thank much angels know looks like hims daddyaaca,0
10338,showed lot ono pics friend said looks like playboy xd,0
10339,looks like 5 yo everyone im,0
10340,also took rabbi uniform looks like likes rock n roll cool rabbi,0
10341,looks like broken man press confidence bit sad really,0
10342,wtf looks like annoying ass derion aa–a€¡,1
10343,looks like josh dun,0
10344,poor chiss looks like pancake,0
10345,funniest music video time singer funny looks like guy 19th century,0
10346,professor claims looks like channing tatum lol bye aa¯a€ aae,0
10347,looks like pedophile,0
10348,youre fucking bent slagging lad looks like low,1
10349,adorable love gray tabbies looks like character,0
10350,old man opm looks like killuas grandfather,0
10351,dont get wrong hes much stronger looks like nowadays knows cant beat media amp fans bs,0
10352,looks like model water commercial,0
10353,wtf steve haters calling nigga got back,1
10354,everybody called nigga shitting right,1
10355,nigga gets mad claim aa–a€° nigga thats outcheaa fw basic hoes thats aa–a€°aa–a€°,1
10356,lmaoo lil cousin called tell hit mexican boy inna face 3x calling nigga lmaoooo bad ass aa–a€°aa–a€°i said u aa¯ac,1
10357,would seriously kill nigga would never,1
10358,cool wish couldve give fin force making nigga jedi,1
10359,nah makes nigga wants hands look decent aint clear polish though aa–a€°,1
10360,steve harvey jokes end yall white folks start calling nigga da fuq,1
10361,wasnt calling nigga talking generalaa » a€,1
10362,nope ima call nigga back,1
10363,wtf steve haters calling nigga got back,1
10364,devinaedria wtf steve haters calling nigga got back,1
10365,steve haters calling nigga got back,1
10366,conversation black male called nigga wanted slap face,1
10367,dont get certain girls go calls b word call nigga think cool,1
10368,idc anyone says respect peter bc hes bitches letting nigga gon na nigga regardless,1
10369,lot colombians really going steve harvey calling nigga everything pleaseeee take l move,1
10370,lmfao boy go say gave nigga move hug ‘ « a‡a ‘ « a‡a ‘ « a‡a ‘ « a‡ hug hug thoe aint,1
10371,getting 3am calls nigga named welven pleasant surprise ugh aa » a€aa » a€aa » a€,1
10372,added video playlist,1
10373,fuck feelings sorries bitch shoot nigga shorty bitch,1
10374,shoot nigga amp shorty bitch aa–a€°aa®a€aaca¿,1
10375,aa®a€shoot nigga shorty bitch shorty bitch aaca‚¬aaeaaca‚¬aae,1
10376,fuck feelings aint sorry bitch shoot nigga shorty bitch,1
10377,shoot nigga amp shorty bitch aa®a€,1
10378,1 2 31 2 3 4how many niggers door,1
10379,1 2 3 4 many niggers store,1
10380,need colombians realize matter many niggers throw steves way isnt gon na give ya girl crown stay mad,1
10381,many niggers take screw light bulb,1
10382,1223 4 many niggers store vine funny vines,1
10383,1 2 3 4 many niggers store aa–aa jk,1
10384,many niggers store hows ur life since quit life lol,1
10385,cade fag aa–a¬from,1
10386,fag nigga recorded fag,1
10387,herd robw0lf fag,1
10388,tyler fag end story,1
10389,ironically abused thorn every day year one suddenly everyone fag according u,1
10390,lmaoof course bruuhtytan fag njeoutchea killing vibeindaba took girl,1
10391,fag lol,1
10392,straight fag smfh ever recording fag hate punks like,1
10393,israel chose flag excludes citizens fag says israel aboutfor jews,1
10394,trying say hentie fagbecause youre correct,1
10395,rocks fag,1
10396,girlfriend fag,1
10397,gtputting finals mvp bio like themthis dude fag,1
10398,sucks logan fagpreston,1
10399,ur coach fag,1
10400,karenh girlfriend bury fag,1
10401,boy fag moneygetter aacaaaca,1
10402,gf fag,1
10403,well bob costas fag,1
10404,willie fag took shit bag,1
10405,ard dahell fag bag,1
10406,katie fag everyone knows likes steal peoples lines makes fun aa–,1
10407,exfactor lauryn hill literally entire life,0
10408,ross fag got lucky joseph,1
10409,family england fag country,1
10410,larry odonnel fag obama supporter enemy,1
10411,peoplewhat doingmeman im livin life,0
10412,freak hoes freak hoes bounce ass make knees touch elbows,1
10413,fake gay major poll one fag pyrocynical ancientreality,1
10414,feelin like used,0
10415,brice fag,1
10416,fag every way possible,1
10417,sat 215am want fag large glass alcoholaa–a‡aa–a‡aa–a‡aa–a‡aa–a‡,0
10418,rin fag,1
10419,crona fag,1
10420,dante fag,1
10421,kid fag,1
10422,fag shout,1
10423,kid fag,1
10424,nigga gossip another nigga fag,1
10425,fag baits people get kills fag,1
10426,dont get wrong izzy fag toobut expect ing guy directly,1
10427,brother fag,1
10428,dj kaled fag,1
10429,isnt funny dj khaled faggot acl weak,1
10430,omfggggaa–acaa–ac cristiano faggot confirmed,1
10431,thats real girl walk u cnt practice dat obj faggot,1
10432,obj faggot,1
10433,justin bieber faggot,1
10434,please stop zaire saying faggot gadgets lol,1
10435,lemon faggot,1
10436,indian kids say op faggot,1
10437,john kerry faggot,1
10438,except trump never said jeet faggot,1
10439,cuz faggot,1
10440,reminder faggot,1
10441,kylo ren faggot,1
10442,loool faggot,1
10443,going bed someone tell faggot,1
10444,ehhh idk faggot tho garbage gfxer,1
10445,cells faggot,1
10446,sendingmail faggot,1
10447,dude faggot,1
10448,generalized doesnt lean either way youd like know think guy fieri faggot,1
10449,girl faggot,1
10450,yo favorite rapper faggot,1
10451,chris brown faggot,1
10452,good cause trump faggot,1
10453,god ever recorded faggot,1
10454,erin faggot bitch,1
10455,disclosetvwww indian kids say op faggot,1
10456,indian kids say op faggot found webmaa,1
10457,2015 year realized everyone faggot care myselfpretty good year,1
10458,ew frank faggot honkey,1
10459,*strum* womble faggot,1
10460,lmao guy faggot,1
10461,like faggot still love guess aa–a€°,1
10462,bella dieguez faggot,1
10463,odell got mad dudes calling faggot guess faggot,1
10464,good idea make womble faggot real songacustic song,1
10465,juan faggot amp brendan *** *** ** ****** ** *** ** **** ** **** ***,1
10466,ashley faggot,1
10467,luis faggot bully got bullied kid,1
10468,david brock faggot cuckold fantasies,1
10469,break faggot virgin pay attention oj nh,1
10470,trudeau faggot,1
10471,jack faggot,1
10472,cant eat sleep shower peace wo steve right aa » a€ ass fuckin aae,1
10473,2015 fuckin good year fandom,1
10474,walking around school fuckin mission shit huge,1
10475,look see fuckin scrub,1
10476,life fuckin lottery,1
10477,sk23 fuckin mongrel,1
10478,jakarra fuckin idiot,1
10479,would vote gf fuckin gemini,1
10480,mrs crook fuckin g food gave,1
10481,want keep regretting vulnerability safe vulnerability fuckin fantasy youre us,1
10482,spent 2 dollars nothingthis emoji tjis fuckin photo im sue kim kardashian,1
10483,zoo nigeria army boko haram doubt bout whoever doubting fuckin dead head,1
10484,bby fuckin idiot,1
10485,u see exblaspheminganonvictoria fuckin mouthful never changed personal cringey meme,1
10486,jingle bell kopites smell klopp fuckin flop hold hand 1 draw go salute kop aa–a€°,1
10487,guy work fuckin dick smoke another cig juggalo piece trash,1
10488,pharoahe monch fuckin monster,1
10489,noah fuckin bitch real,1
10490,dude fuckin moron broaa–a€°,1
10491,fuckin savage aa–a€°aaa,1
10492,fuckin moron,1
10493,everyone fuckin snake days trust one fuck,1
10494,dad fuckin savage,1
10495,lee reams fuckin phony,1
10496,young thug fuckin faggot lol,1
10497,miss bad fuckin good song,1
10498,wrapping presents fuckin pain fuckin arse,1
10499,getting jeans fit butt waist thighs leg length fuckin challenge days,1
10500,7 years lukas graham fuckin tune aa–ac,1
10501,uncle fuckin clown aa–a€°aa–a€°aa–a€°aa–a€°,1
10502,today fuckin joke,1
10503,ashton every right say fuckin line draw leave ashton alone,1
10504,wearing rain boots fuckin work,1
10505,bestfriend fuckin goof aa–a€°aa–a©,1
10506,cl tf kinda question cl fuckin queen,1
10507,mall fuckin mess go hell,1
10508,weather fuckin disgrace stoners worst day,1
10509,dad fuckin prick yall dont even know angry whyd yall think ran away aa–a « aa–a–aa–a€°aa–a « aa¯aaaea©aa¯aeaaea©,1
10510,khoro fuckin moron,1
